positionne,distanceli,nom,typecapteu,typepostem,nbvoies,moyennejou,debithorai,horairedeb,identifian,identifia0,anneerefer,estvalide,gid,date
1033_VL,96,1033_Dechant_Liberation_Aquarium,Capteur inductif Criter,Comptage tous véhicules,2,15926.0,1482.0,18h00,1033,849,2023.0,,1521,2025-02-22
2243_VL,80,2243_Mendes-France_Dauphiné_Terray,Capteur inductif Criter,Comptage tous véhicules,2,9554.0,1195.0,17h00,2243,486,2023.0,,322,2025-04-08
2061_VL,0,2061_Voie_A450_SaintGenisLaval_Lyon3,Capteur inductif Criter,Comptage tous véhicules,2,32204.0,2762.0,07h00,2061,-1,2023.0,,99,2025-01-29
2077_V,0,2077_Sortie_A450_Lyon_Chaponost,Capteur inductif Criter,Comptage tous véhicules,1,12813.0,1247.0,17h00,2077,-1,2023.0,,154,2025-03-31
853_VL,87,853_Montgolfier_Arsoval_Progres,Capteur inductif Criter,Comptage tous véhicules,2,3738.0,789.0,08h00,853,898,2023.0,,1341,2025-02-23
856_VL,332,856_Bleriot_Progres_Arago,Capteur inductif Criter,Comptage tous véhicules,2,2883.0,531.0,08h00,856,898,2023.0,,2162,2025-02-26
858_VL,131,858_Gambetta_Jutard_Peri,Capteur inductif Criter,Comptage tous véhicules,2,8734.0,568.0,09h00,858,502,2023.0,,887,2025-02-03
1798_VM,0,1798_Voie_PLB_SaintFons_Marseille1,Capteur inductif Criter,Comptage tous véhicules,3,37955.0,3317.0,15h00,1798,-1,2023.0,,1019,2025-03-25
1369_V,81,1369_8 Mai_Bourdarias_Resistance,Capteur inductif Criter,Comptage tous véhicules,1,2675.0,243.0,13h00,1369,-1,2023.0,,788,2025-01-18
776_V,47,776_Salengro_Spreafico_Marteret,Capteur inductif Criter,Comptage tous véhicules,1,7762.0,675.0,08h00,776,2047,2023.0,,1827,2025-02-04
952_SN,0,952_Velo_Passerelle _Decines_EO,Capteur inductif Criter,Comptage vélo,1,30.0,9.0,12h00,952,-1,2023.0,,1332,2025-03-05
963_V_2,999,963_Charezieux_Liberation_Tuileries,Capteur inductif Criter,Comptage tous véhicules,1,5436.0,662.0,18h00,963,-1,2023.0,,1350,2025-02-22
1895_VL,0,1895_Voie_N346_Vaulx-en-Velin_Marseille_1,Capteur inductif Criter,Comptage tous véhicules,2,42361.0,3332.0,07h00,1895,-1,2023.0,,752,2025-03-06
1293_V,83,1293_Marcellin_Sucrerie_Garibaldi,Capteur inductif Criter,Comptage tous véhicules,1,3515.0,331.0,17h00,1293,-1,2023.0,,1275,2025-02-16
853_VR,87,853_Montgolfier_Arsoval_Progres,Capteur inductif Criter,Comptage tous véhicules,2,3738.0,789.0,08h00,853,898,2023.0,,2158,2025-03-31
1176_VM,62,1176_de Gaulle_Salle 3000_TD,Capteur inductif Criter,Comptage tous véhicules,3,8872.0,1142.0,08h00,1176,513,2023.0,,1556,2025-02-22
706_V,0,706_Entree_Valvert_Voies_Sud,Capteur inductif Criter,Comptage tous véhicules,1,6338.0,1385.0,15h00,706,-1,2023.0,,1991,2025-04-06
1102_VL,113,1102_Cite Berliet_Condorcet_Lyon,Capteur inductif Criter,Comptage tous véhicules,2,4342.0,583.0,17h00,1102,2634,2023.0,,1458,2025-02-01
1077_V,101,1077_Pinel_Neuro_Lepine,Capteur inductif Criter,Comptage tous véhicules,1,3288.0,396.0,17h00,1077,-1,2022.0,,1433,2025-03-01
1343_V,83,1343_Republique_Berthelot_Bert,Capteur inductif Criter,Comptage tous véhicules,1,2914.0,335.0,17h00,1343,-1,2023.0,,1205,2025-03-01
1261_V,102,1261_Rousset_Verdun_Roosevelt,Capteur inductif Criter,Comptage tous véhicules,1,4566.0,427.0,08h00,1261,-1,2023.0,,1209,2025-01-16
279_VR,60,279_Baratin_4 Aout_Zola,Capteur inductif Criter,Comptage tous véhicules,2,11087.0,704.0,16h00,279,2106,2022.0,,2595,2025-01-22
524_CS,0,524_Velo_Berges SN,Capteur inductif Criter,Comptage vélo,1,3105.0,755.0,18h00,524,-1,2023.0,,1934,2025-01-27
1176_VL,62,1176_de Gaulle_Salle 3000_TD,Capteur inductif Criter,Comptage tous véhicules,3,8872.0,1142.0,08h00,1176,513,2023.0,,1555,2025-03-12
470_SN,0,470_Velo_Flandin_NS,Capteur inductif Criter,Comptage vélo,2,1447.0,409.0,08h00,470,-1,2022.0,,2316,2025-03-08
1289_VL,107,1289_Tchecoslovaques_Lumiere_Gambetta,Capteur inductif Criter,Comptage tous véhicules,2,4803.0,637.0,09h00,1289,183,2023.0,,1274,2025-03-01
2322_V,0,2322_PTM_2322,Capteur inductif Criter,Comptage tous véhicules,1,,,,2322,-1,,,2178,2025-03-30
1102_VR,113,1102_Cite Berliet_Condorcet_Lyon,Capteur inductif Criter,Comptage tous véhicules,2,4342.0,583.0,17h00,1102,2634,2023.0,,1459,2025-03-12
1850_V,0,1850_Entrée_PLB_Montchat_Paris,Capteur inductif Criter,Comptage tous véhicules,1,17314.0,1440.0,17h00,1850,-1,2023.0,,388,2025-01-28
50_VR,182,50_Garibaldi_Gambetta_Boisard,Capteur inductif Criter,Comptage tous véhicules,4,17080.0,1384.0,18h00,50,185,2022.0,,2654,2025-01-22
1346_V,125,1346_Egalite_Rostand_Colette,Capteur inductif Criter,Comptage tous véhicules,1,6294.0,899.0,16h00,1346,785,2023.0,,1208,2025-02-27
1126_V,85,1126_Allende_Oncheres_Egalite,Capteur inductif Criter,Comptage tous véhicules,1,5808.0,519.0,08h00,1126,2024,2023.0,,1642,2025-03-21
1211_V,97,1211_Farges_Bollier_Varille,Capteur inductif Criter,Comptage tous véhicules,1,1222.0,132.0,19h00,1211,2503,2023.0,,1580,2025-03-19
966_V_1,999,966_Roosevelt_Delessert_Dumas,Capteur inductif Criter,Comptage tous véhicules,1,4924.0,481.0,17h00,966,-1,2022.0,,1354,2025-01-25
1894_VR,0,1894_Voie_N346_Vaulx-en-Velin_Paris_1,Capteur inductif Criter,Comptage tous véhicules,2,43189.0,3528.0,17h00,1894,-1,2023.0,,753,2025-01-29
2035_VL,0,2035_Voie_A7_Pierre-Benite_Marseille_1,Capteur inductif Criter,Comptage tous véhicules,3,65036.0,5082.0,16h00,2035,-1,2023.0,,422,2025-02-10
1437_V,77,1437_Croix-Rousse_Giraud_Esses,Capteur inductif Criter,Comptage tous véhicules,1,2125.0,214.0,18h00,1437,-1,2023.0,,632,2025-03-25
321_VL,125,321_Pt Pasteur_Perrache_Perrin,Capteur inductif Criter,Comptage tous véhicules,3,16614.0,1822.0,08h00,321,520,2023.0,,2352,2025-03-08
2027_VL,0,2027_Voie_A7_LaMulatiere_Marseille_1,Capteur inductif Criter,Comptage tous véhicules,3,37172.0,3058.0,17h00,2027,-1,2023.0,,212,2025-01-29
1428_V,73,1428_Henon_Sambardier_Lassalle,Capteur inductif Criter,Comptage tous véhicules,1,2230.0,355.0,07h00,1428,-1,2023.0,,623,2025-02-14
1996_V,0,1996_Sortie_A6_Paris_BPNL,Capteur inductif Criter,Comptage tous véhicules,1,17676.0,1904.0,07h00,1996,-1,2022.0,,309,2025-03-24
2301_V,102,2301_Brignais_Libération_Beaunant,Capteur inductif Criter,Comptage tous véhicules,1,8220.0,766.0,17h00,2301,2880,2023.0,,1635,2025-01-24
1214_V,76,1214_Fourcade_Jaures_Gerland,Capteur inductif Criter,Comptage tous véhicules,1,1094.0,130.0,11h00,1214,606,2023.0,,1610,2025-03-01
562_V,67,562_4 Aout_Papillon_Blanqui,Capteur inductif Criter,Comptage tous véhicules,1,5085.0,383.0,18h00,562,2081,2023.0,,1973,2025-04-03
386_V,110,386_Foch_8 Mai_de Gaulle,Capteur inductif Criter,Comptage tous véhicules,1,5847.0,554.0,08h00,386,15,2023.0,,1694,2025-03-10
1041_VR,94,1041_Grenoble_Laleau_Exposition,Capteur inductif Criter,Comptage tous véhicules,2,13807.0,1468.0,18h00,1041,2769,2023.0,,1489,2025-01-23
689_VL,0,689_Sortie_Tube_Sud_Duchere,Capteur inductif Criter,Comptage tous véhicules,3,27696.0,3390.0,07h00,689,-1,2023.0,,45,2025-01-14
469_CS,0,469_Velo_Flandin_SN,Capteur inductif Criter,Comptage vélo,2,1697.0,347.0,18h00,469,-1,2022.0,,2317,2025-01-14
631_V,53,631_Thomas_Mouton Duvernett_Vivier Merle,Capteur inductif Criter,Comptage tous véhicules,1,4578.0,363.0,19h00,631,2225,2023.0,,2060,2025-02-25
1976_V,0,1976_Sortie_A6_Marseille_Techlid,Capteur inductif Criter,Comptage tous véhicules,1,9625.0,1228.0,08h00,1976,-1,2023.0,,234,2025-02-26
1097_V,200,1097_Curie_Autopont_Acces Bonnevay,Capteur inductif Criter,Comptage tous véhicules,1,5584.0,480.0,15h00,1097,2575,2023.0,,1451,2025-01-26
546_V,101,546_Briand_Vially_Boucle,Capteur inductif Criter,Comptage tous véhicules,1,6903.0,544.0,08h00,546,133,2023.0,,1955,2025-04-03
1879_VR,0,1879_Entrée_A42_Paris_Grenoble_Lyon,Capteur inductif Criter,Comptage tous véhicules,2,36215.0,2688.0,16h00,1879,-1,2023.0,,727,2025-01-30
1042_VR,96,1042_Expositions_Grenoble_Parking Eurxpo,Capteur inductif Criter,Comptage tous véhicules,2,3655.0,903.0,18h00,1042,2768,2023.0,,1492,2025-01-19
872_VM2,78,872_Merieux_Pasteur_Garnier,Capteur inductif Criter,Comptage tous véhicules,4,13771.0,1718.0,08h00,872,2470,2023.0,,1726,2025-03-16
1186_VR,112,1186_Florence_Trarieux_Arsonval,Capteur inductif Criter,Comptage tous véhicules,2,9328.0,752.0,08h00,1186,2370,2023.0,,1596,2025-04-05
322_VR,112,322_Pasteur_Perrin_Perrache,Capteur inductif Criter,Comptage tous véhicules,2,17388.0,1714.0,17h00,322,-1,2023.0,,2350,2025-01-28
981_V_1,999,981_Carnot_Lumiere_Neuville,Capteur inductif Criter,Comptage tous véhicules,1,8488.0,619.0,12h00,981,-1,2023.0,,1379,2025-03-08
2113_V,0,2113_Sortie_A7_Marseille_Solaize,Capteur inductif Criter,Comptage tous véhicules,1,3668.0,689.0,09h00,2113,-1,2023.0,,545,2025-02-18
327_V,156,327_Republique_Gonon_Lebrun,Capteur inductif Criter,Comptage tous véhicules,1,7767.0,584.0,14h00,327,834,2023.0,,2365,2025-03-27
2201_V,83,2201_Michelet_Frère_Mermoz,Capteur inductif Criter,Comptage tous véhicules,1,4599.0,580.0,08h00,2201,300,2023.0,,434,2025-02-08
809_V_OE,0,809_Velo_Pont A. Juin_RD_OE,Capteur inductif Criter,Comptage vélo,1,334.0,70.0,18h00,809,-1,2023.0,,1768,2025-02-05
670_V,145,670_Farge_Lagrange_Servant,Capteur inductif Criter,Comptage tous véhicules,1,5402.0,597.0,18h00,670,2383,2023.0,,2116,2025-02-01
1849_VM,0,1849_Voie_PLB_Montchat_Paris1,Capteur inductif Criter,Comptage tous véhicules,3,69715.0,5389.0,16h00,1849,-1,2023.0,,386,2025-03-06
395_VR,64,395_Curie_Bonnevay_Viviani,Capteur inductif Criter,Comptage tous véhicules,2,14773.0,1363.0,17h00,395,2155,2023.0,,1709,2025-01-26
1601_SN1,0,1601_Velo_Pinel_Bonnevay,Capteur inductif Criter,Comptage vélo,1,209.0,33.0,08h00,1601,-1,2023.0,,986,2025-01-24
1155_SN1,0,1155_Velo_Av Leclerc_NS,Capteur inductif Criter,Comptage vélo,2,596.0,92.0,17h00,1155,-1,2022.0,,637,2025-01-26
884_VL,116,884_Roosevelt_Iris_Bonnevay,Capteur inductif Criter,Comptage tous véhicules,2,13749.0,1175.0,16h00,884,476,2023.0,,1751,2025-01-21
2285_V,128,2285_Revoyet_Collonges_Pennachy,Capteur inductif Criter,Comptage tous véhicules,1,3177.0,427.0,17h00,2285,950,2023.0,,656,2025-03-13
1932_VL,0,1932_Voie_N346_Genas_Paris_1,Capteur inductif Criter,Comptage tous véhicules,2,50183.0,3897.0,16h00,1932,-1,2023.0,,525,2025-03-11
389_V,50,389_Villon_Kleinclausz_Etats Unis,Capteur inductif Criter,Comptage tous véhicules,1,955.0,128.0,18h00,389,539,2023.0,,1697,2025-02-15
729_VR,0,729_Entree_Voies_Sud_XRousse,Capteur inductif Criter,Comptage tous véhicules,2,19654.0,1960.0,08h00,729,-1,2023.0,,2020,2025-02-14
2109_VM,0,2109_Voie_A7_Solaize_Marseille_2,Capteur inductif Criter,Comptage tous véhicules,3,51725.0,4371.0,16h00,2109,-1,2023.0,,351,2025-03-29
2260_VR,95,2260_Péri_Vercors_Industrie,Capteur inductif Criter,Comptage tous véhicules,2,9688.0,1228.0,08h00,2260,-1,2023.0,,356,2025-02-16
2121_VM,0,2121_Voie_A7_Ternay_Paris,Capteur inductif Criter,Comptage tous véhicules,3,45234.0,3994.0,07h00,2121,-1,2023.0,,121,2025-02-14
622_VR,94,622_Emeraudes_Ferry_Rambaud,Capteur inductif Criter,Comptage tous véhicules,2,11150.0,891.0,17h00,622,551,2023.0,,1879,2025-04-03
258_V,80,258_Tronchet_Garibaldi_Boileau,Capteur inductif Criter,Comptage tous véhicules,1,2107.0,215.0,18h00,258,336,2023.0,,2396,2025-03-09
869_V,149,869_Hesperides_Menival_Republique,Capteur inductif Criter,Comptage tous véhicules,1,3653.0,418.0,08h00,869,-1,2022.0,,2191,2025-02-28
2007_VL,0,2007_Voie_A6_Vaise_Marseille_2,Capteur inductif Criter,Comptage tous véhicules,2,49792.0,3201.0,07h00,2007,-1,2023.0,,672,2025-01-16
1138_V,79,1138_Pasteur_Mathieu_Monnet,Capteur inductif Criter,Comptage tous véhicules,1,4885.0,448.0,17h00,1138,979,2023.0,,1649,2025-03-29
1082_VL,107,1082_Rambaud_Vitton_Emeraudes,Capteur inductif Criter,Comptage tous véhicules,2,8472.0,654.0,08h00,1082,547,2023.0,,1463,2025-03-19
1827_VM,0,1827_Voie_PLB_Essarts_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,48203.0,3740.0,07h00,1827,-1,2023.0,,26,2025-02-23
915_VR,0,915_Gailleton_Universite_Guillotiere,Capteur inductif Criter,Comptage tous véhicules,2,8922.0,810.0,08h00,915,-1,2023.0,,1167,2025-03-07
976_V_2,999,976_Vieux Port_Vaches_Puits du Monde,Capteur inductif Criter,Comptage tous véhicules,1,4710.0,663.0,17h00,976,-1,2023.0,,1372,2025-03-09
2106_VR,0,2106_Voie_A7_Feyzin_Paris,Capteur inductif Criter,Comptage tous véhicules,3,52151.0,4750.0,07h00,2106,-1,2023.0,,341,2025-02-13
2116_VL,0,2116_Voie_A7_Solaize_Paris_3,Capteur inductif Criter,Comptage tous véhicules,3,48071.0,4485.0,07h00,2116,-1,2023.0,,544,2025-02-27
1836_VR,0,1836_Sortie_PLB_Marseille_Vinatier,Capteur inductif Criter,Comptage tous véhicules,2,7793.0,1161.0,08h00,1836,-1,2023.0,,1119,2025-03-14
2087_V,0,2087_Voie_PLB_SaintFons_Marseille2,Capteur inductif Criter,Comptage tous véhicules,1,24588.0,1778.0,07h00,2087,-1,2022.0,,180,2025-04-02
694_VR,0,694_INT_Tube_Sud_Caluire_1,Capteur inductif Criter,Comptage tous véhicules,2,22515.0,2994.0,07h00,694,-1,2023.0,,2150,2025-01-17
1339_V,90,1339_Raspail_Villon_Zola,Capteur inductif Criter,Comptage tous véhicules,1,1961.0,322.0,08h00,1339,-1,2023.0,,1248,2025-03-19
713_VR,0,713_Voies_Nord_LaPape_3,Capteur inductif Criter,Comptage tous véhicules,3,48845.0,4055.0,16h00,713,-1,2023.0,,2098,2025-03-22
2118_VL,0,2118_Voie_A7_Serezin-du-Rhone_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,48554.0,4153.0,18h00,2118,-1,2023.0,,549,2025-01-27
1357_VL,60,1357_Semard_Depot SNCF_Sentuc,Capteur inductif Criter,Comptage tous véhicules,2,14517.0,1163.0,17h00,1357,2176,2023.0,,778,2025-02-08
2198_V,111,2198_Michelet_ Santy_Frère,Capteur inductif Criter,Comptage tous véhicules,1,4742.0,543.0,08h00,2198,703,2023.0,,432,2025-03-16
1798_VL,0,1798_Voie_PLB_SaintFons_Marseille1,Capteur inductif Criter,Comptage tous véhicules,3,37955.0,3317.0,15h00,1798,-1,2023.0,,1018,2025-02-11
1455_V,107,1455_Charcot_St Luc_Provinces,Capteur inductif Criter,Comptage tous véhicules,1,3665.0,374.0,07h00,1455,90,2023.0,,868,2025-02-21
1252_V,102,1252_Verdun_Sauvegarde_Hugo,Capteur inductif Criter,Comptage tous véhicules,1,4922.0,558.0,18h00,1252,-1,2023.0,,1654,2025-03-16
1028_V,64,1028_Tchecoslovaques_Repos_Berthelot,Capteur inductif Criter,Comptage tous véhicules,1,6048.0,496.0,18h00,1028,595,2023.0,,1484,2025-03-14
1619_V,0,1619_Merieux_Madone_Sainte Consorce,Capteur inductif Criter,Comptage tous véhicules,1,2823.0,310.0,08h00,1619,-1,2023.0,,970,2025-02-22
268_V,70,268_Berthet_Valmy_Bourbonnais,Capteur inductif Criter,Comptage tous véhicules,1,3283.0,307.0,17h00,268,374,2023.0,,2429,2025-02-19
1306_V,88,1306_Monnet_Pasteur_Margnolles,Capteur inductif Criter,Comptage tous véhicules,1,1888.0,293.0,08h00,1306,980,2023.0,,1277,2025-02-22
1855_VM,0,1855_Voie_PLB_Cusset_Marseille,Capteur inductif Criter,Comptage tous véhicules,3,67198.0,5535.0,07h00,1855,-1,2023.0,,693,2025-01-24
185_VR,151,185_Pt Universite_Bernard_Gailleton TG,Capteur inductif Criter,Comptage tous véhicules,2,14835.0,1104.0,17h00,185,270,2023.0,,2399,2025-02-13
2189_V,85,2189_Barbusse_Montagny_Delore,Capteur inductif Criter,Comptage tous véhicules,1,4399.0,395.0,17h00,2189,2830,2023.0,,607,2025-02-23
1076_VR,117,1076_Pinel_Bellevue_Chevalier,Capteur inductif Criter,Comptage tous véhicules,2,4565.0,587.0,08h00,1076,-1,2022.0,,1431,2025-03-14
2071_VL,0,2071_Voie_A450_SaintGenisLaval_Lyon5,Capteur inductif Criter,Comptage tous véhicules,2,22118.0,1972.0,07h00,2071,-1,2023.0,,146,2025-03-08
1397_V,71,1397_Zola_PP_Baratin,Capteur inductif Criter,Comptage tous véhicules,1,11615.0,724.0,19h00,1397,2090,2023.0,,1136,2025-03-08
1188_V,95,1188_Delore_Jouhet_Villon,Capteur inductif Criter,Comptage tous véhicules,1,5030.0,511.0,09h00,1188,2700,2023.0,,1598,2025-02-15
1325_V,99,1325_Coblod_Brun_Croizat,Capteur inductif Criter,Comptage tous véhicules,1,4512.0,352.0,17h00,1325,2171,2023.0,,1295,2025-03-26
1788_SN2,0,1788_Velo_Bourbonnais_EO,Capteur inductif Criter,Comptage vélo,1,457.0,96.0,18h00,1788,-1,2023.0,,1049,2025-01-21
1406_V,80,1406_Berlioz_Chalinel_Cordier,Capteur inductif Criter,Comptage tous véhicules,1,1454.0,391.0,08h00,1406,-1,2022.0,,1142,2025-03-21
2185_V,70,2185_Ch Lacour_Champagneux_Vienne,Capteur inductif Criter,Comptage tous véhicules,1,6118.0,551.0,17h00,2185,727,2023.0,,473,2025-03-19
1993_VM1,0,1993_Voie_A6_Ecully_Marseille_4,Capteur inductif Criter,Comptage tous véhicules,4,61685.0,4741.0,07h00,1993,-1,2023.0,,302,2025-02-10
602_V,79,602_Point du Jour_Locard_Aqueducs,Capteur inductif Criter,Comptage tous véhicules,1,4012.0,523.0,15h00,602,77,2023.0,,1853,2025-04-02
2037_V,0,2037_Entrée_A7_Pierre-Benite_Paris,Capteur inductif Criter,Comptage tous véhicules,1,2304.0,312.0,07h00,2037,-1,2023.0,,429,2025-03-06
427_VR,62,427_Lyon_Germain_Condorcet,Capteur inductif Criter,Comptage tous véhicules,2,7703.0,796.0,17h00,427,796,2023.0,,2278,2025-02-23
1298_V,76,1298_Carnot_Prainet_Gay,Capteur inductif Criter,Comptage tous véhicules,1,2950.0,341.0,17h00,1298,-1,2023.0,,1256,2025-02-27
2163_V,90,2163_Gadagne_Oliviers_Foch,Capteur inductif Criter,Comptage tous véhicules,1,3257.0,346.0,17h00,2163,-1,2023.0,,248,2025-02-12
1258_V,119,1258_Provence_Semard_Industrie,Capteur inductif Criter,Comptage tous véhicules,1,5107.0,584.0,07h00,1258,-1,2023.0,,1197,2025-02-01
1893_VR,0,1893_Voie_A42_Miribel_Lyon_2,Capteur inductif Criter,Comptage tous véhicules,2,28230.0,2193.0,16h00,1893,-1,2023.0,,749,2025-01-28
1843_VM,0,1843_Voie_PLB_Montchat_Marseille2,Capteur inductif Criter,Comptage tous véhicules,3,58956.0,5537.0,07h00,1843,-1,2020.0,,650,2025-01-26
1846_V,0,1846_Sortie_PLB_Paris_Montchat,Capteur inductif Criter,Comptage tous véhicules,1,17211.0,1381.0,17h00,1846,-1,2023.0,,953,2025-03-27
787_V,92,787_Marronniers_Roy_Charbonniere,Capteur inductif Criter,Comptage tous véhicules,1,6407.0,618.0,07h00,787,69,2023.0,,2172,2025-01-23
797_CS,0,797_Velo_Jayr_SN,Capteur inductif Criter,Comptage vélo,2,1251.0,327.0,08h00,797,-1,2020.0,,1773,2025-03-22
2006_VR,0,2006_Voie_A6_Vaise_Paris_2,Capteur inductif Criter,Comptage tous véhicules,2,35793.0,2935.0,16h00,2006,-1,2023.0,,675,2025-03-18
1960_VL,0,1960_Entrée_A43_PortedeAlpes_Lyon,Capteur inductif Criter,Comptage tous véhicules,2,13275.0,1172.0,17h00,1960,-1,2023.0,,67,2025-01-17
94_V,192,94_Vienne_Surville_Bonnevay,Capteur inductif Criter,Comptage tous véhicules,1,9661.0,723.0,16h00,94,2149,2022.0,,2764,2025-03-30
2101_V,0,2101_Sortie_A7_Paris_SaintFons,Capteur inductif Criter,Comptage tous véhicules,1,,,,2101,-1,,,2785,2025-02-09
801_SN,0,801_Velo_Marietton_EO,Capteur inductif Criter,Comptage vélo,2,688.0,149.0,18h00,801,-1,2020.0,,1675,2025-03-21
401_VL,69,401_Croizat_Curie_24 Aout,Capteur inductif Criter,Comptage tous véhicules,2,12957.0,1523.0,17h00,401,2169,2023.0,,2445,2025-03-15
534_V,47,534_XRousse_Say_Pierres Plantees,Capteur inductif Criter,Comptage tous véhicules,1,4742.0,353.0,17h00,534,141,2023.0,,2677,2025-02-26
225_VL,81,225_Verdun_Marietton_Hugo,Capteur inductif Criter,Comptage tous véhicules,2,9117.0,742.0,13h00,225,696,2023.0,,2244,2025-01-27
1085_V,82,1085_Philip_Gagnaire_Fortunet,Capteur inductif Criter,Comptage tous véhicules,1,3606.0,346.0,08h00,1085,499,2023.0,,1441,2025-03-13
1586_V,94,1586_Lanessan_Bertet_Faure,Capteur inductif Criter,Comptage tous véhicules,1,5668.0,532.0,07h00,1586,-1,2023.0,,941,2025-01-15
920_V,150,920_Commerce_Danuble_Schumann,Capteur inductif Criter,Comptage tous véhicules,1,5534.0,493.0,17h00,920,2294,2023.0,,1187,2025-02-01
1221_V,82,1221_Lassalle_Revel_Henon,Capteur inductif Criter,Comptage tous véhicules,1,1970.0,203.0,17h00,1221,124,2023.0,,1621,2025-02-08
677_V,109,677_Pressense_Marrane_Levy,Capteur inductif Criter,Comptage tous véhicules,1,5434.0,405.0,07h00,677,2156,2023.0,,2123,2025-03-16
1223_VR,102,1223_Ben Gourion_Sauvegarde_Rosa Parks,Capteur inductif Criter,Comptage tous véhicules,2,1448.0,770.0,17h00,1223,673,2023.0,,1218,2025-03-29
305_VL,155,305_Stalingrad_Verguin_Vitton,Capteur inductif Criter,Comptage tous véhicules,2,8136.0,749.0,08h00,305,2508,2023.0,,2609,2025-03-28
950_SN,0,950_Velo_Passerelle _Decines_NS,Capteur inductif Criter,Comptage vélo,1,142.0,24.0,17h00,950,-1,2023.0,,1313,2025-02-10
412_V,99,412_Choulans_Vercheres_Trion,Capteur inductif Criter,Comptage tous véhicules,1,2201.0,218.0,18h00,412,97,2023.0,,2480,2025-04-04
1900_V,0,1900_Sortie_N346_Paris_Vaulx-en-Velin,Capteur inductif Criter,Comptage tous véhicules,1,5781.0,488.0,17h00,1900,-1,2023.0,,579,2025-01-20
148_V,67,148_St.Antoine_Albon_Dubois,Capteur inductif Criter,Comptage tous véhicules,1,9033.0,593.0,21h00,148,154,2023.0,,2543,2025-03-14
1631_V,82,1631_Foch_Clemenceau_Valioud,Capteur inductif Criter,Comptage tous véhicules,1,4727.0,476.0,07h00,1631,931,2023.0,,1001,2025-01-19
1857_VR,0,1857_Voie_PLB_Cusset_Paris,Capteur inductif Criter,Comptage tous véhicules,3,59389.0,4818.0,16h00,1857,-1,2023.0,,19,2025-02-06
657_SN,0,657_Velo_Belleco_OE,Capteur inductif Criter,Comptage vélo,1,1308.0,256.0,08h00,657,-1,2023.0,,2096,2025-03-14
429_VL,80,429_de Gaulle_Clos Verger_Tremie,Capteur inductif Criter,Comptage tous véhicules,2,13066.0,1221.0,17h00,429,2182,2023.0,,2209,2025-02-27
193_V,177,193_Pt Juin_Rolland_St. Antoine,Capteur inductif Criter,Comptage tous véhicules,1,5169.0,503.0,08h00,193,111,2023.0,,2780,2025-04-01
541_V,156,541_Leclerc_Drevet_Thimonnier,Capteur inductif Criter,Comptage tous véhicules,1,5877.0,617.0,10h00,541,969,2023.0,,1949,2025-02-08
33_V,112,33_Leclerc_Girondins_QG Frere,Capteur inductif Criter,Comptage tous véhicules,1,2405.0,319.0,17h00,33,515,2023.0,,2472,2025-04-06
1618_V,98,1618_Dechant_Pras_de Gaulle,Capteur inductif Criter,Comptage tous véhicules,1,6065.0,573.0,07h00,1618,-1,2023.0,,969,2025-02-04
2262_V,97,2262_Europe_Couturier_Zola,Capteur inductif Criter,Comptage tous véhicules,1,5241.0,579.0,17h00,2262,-1,2023.0,,359,2025-01-27
552_SN,0,552_Velo_Morand_EO,Capteur inductif Criter,Comptage vélo,1,1651.0,351.0,18h00,552,-1,2023.0,,1963,2025-03-19
864_VR,82,864_Roosevelt_Valvert_Paris,Capteur inductif Criter,Comptage tous véhicules,2,11191.0,1639.0,17h00,864,2434,2023.0,,1740,2025-02-17
605_V,77,605_Tà Droite_Mouton_Clemenceau,Capteur inductif Criter,Comptage tous véhicules,1,3726.0,385.0,18h00,605,372,2023.0,,1856,2025-03-16
1288_V,117,1288_Tchecoslovaques_Brunard_Gambetta,Capteur inductif Criter,Comptage tous véhicules,1,2640.0,233.0,08h00,1288,291,2023.0,,1270,2025-04-07
987_V,148,987_Gillet_Mazaryk_Schuman_,Capteur inductif Criter,Comptage tous véhicules,1,8811.0,789.0,18h00,987,122,2023.0,,1338,2025-03-15
584_VR,81,584_de Gaulle_Peragut_Foch,Capteur inductif Criter,Comptage tous véhicules,2,5609.0,459.0,17h00,584,16,2023.0,,2622,2025-02-14
298_VL,63,298_Vitton_Hernu_Dutrevoz,Capteur inductif Criter,Comptage tous véhicules,2,8955.0,662.0,08h00,298,442,2023.0,,2621,2025-03-19
219_V,157,219_Bourgogne_St Simon_Claire,Capteur inductif Criter,Comptage tous véhicules,1,8619.0,654.0,07h00,219,377,2023.0,,2256,2025-03-14
810_VL_EO,0,810_Velo_Pont A. Juin_RD_EO,Capteur inductif Criter,Comptage vélo,1,623.0,183.0,08h00,810,-1,2023.0,,1769,2025-03-17
439_V,62,439_Lyon_Condorcet_Germain Tà D,Capteur inductif Criter,Comptage tous véhicules,1,406.0,46.0,17h00,439,795,2023.0,,2276,2025-01-13
792_CS,0,792_Velo_Tassigny OE,Capteur inductif Criter,Comptage vélo,2,1958.0,484.0,08h00,792,-1,2020.0,,36,2025-03-07
1224_V,104,1224_Eisenhower_Brosset_Curie,Capteur inductif Criter,Comptage tous véhicules,1,6551.0,669.0,18h00,1224,18,2023.0,,1245,2025-01-31
