id,gid,code_zone,zone,date,date_dif,code_pol,polluant,etat,niveau,com_court,commentaire,OBJECTID,SHAPE__Area,SHAPE__Length
281,281,2010,Vallée Maurienne Tarentaise,2025-02-20,2025-02-19,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,281,3351663776.77173,490196.968906176
282,282,2010,Vallée Maurienne Tarentaise,2025-01-31,2025-01-30,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,282,3351663776.77173,490196.968906176
283,283,2011,Zone des Coteaux,2025-01-24,2025-01-23,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,283,3633709063.09375,438041.830665852
284,284,2011,Zone des Coteaux,2025-03-16,2025-03-15,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,284,3633709063.09375,438041.830665852
285,285,2011,Zone des Coteaux,2025-03-19,2025-03-18,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,285,3633709063.09375,438041.830665852
286,286,2011,Zone des Coteaux,2025-03-05,2025-03-04,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,286,3633709063.09375,438041.830665852
287,287,2011,Zone des Coteaux,2025-02-08,2025-02-07,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,287,3633709063.09375,438041.830665852
288,288,2011,Zone des Coteaux,2025-03-15,2025-03-14,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,288,3633709063.09375,438041.830665852
289,289,2012,Zone urbaine des Pays de Savoie,2025-02-02,2025-02-01,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,289,2323738627.73462,527791.711691031
290,290,2012,Zone urbaine des Pays de Savoie,2025-03-17,2025-03-16,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,290,2323738627.73462,527791.711691031
291,291,2012,Zone urbaine des Pays de Savoie,2025-01-26,2025-01-25,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,291,2323738627.73462,527791.711691031
292,292,2012,Zone urbaine des Pays de Savoie,2025-01-15,2025-01-14,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,292,2323738627.73462,527791.711691031
293,293,2012,Zone urbaine des Pays de Savoie,2025-03-03,2025-03-02,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,293,2323738627.73462,527791.711691031
294,294,2012,Zone urbaine des Pays de Savoie,2025-01-14,2025-01-13,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,294,2323738627.73462,527791.711691031
295,295,2001,Bassin Lémanique,2025-01-22,2025-01-21,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,295,2519559257.61719,452886.445142051
296,296,2001,Bassin Lémanique,2025-03-07,2025-03-06,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,296,2519559257.61719,452886.445142051
297,297,2001,Bassin Lémanique,2025-03-27,2025-03-26,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,297,2519559257.61719,452886.445142051
298,298,2001,Bassin Lémanique,2025-03-04,2025-03-03,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,298,2519559257.61719,452886.445142051
299,299,2001,Bassin Lémanique,2025-03-30,2025-03-29,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,299,2519559257.61719,452886.445142051
300,300,2001,Bassin Lémanique,2025-02-07,2025-02-06,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,300,2519559257.61719,452886.445142051
301,301,2002,Bassin Stéphanois,2025-02-09,2025-02-08,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,301,1496149083.80103,221417.724698525
302,302,2002,Bassin Stéphanois,2025-03-03,2025-03-02,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,302,1496149083.80103,221417.724698525
303,303,2002,Bassin Stéphanois,2025-02-08,2025-02-07,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,303,1496149083.80103,221417.724698525
304,304,2002,Bassin Stéphanois,2025-02-16,2025-02-15,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,304,1496149083.80103,221417.724698525
305,305,2002,Bassin Stéphanois,2025-02-08,2025-02-07,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,305,1496149083.80103,221417.724698525
306,306,2002,Bassin Stéphanois,2025-01-15,2025-01-14,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,306,1496149083.80103,221417.724698525
307,307,2006,Ouest Ain,2025-01-19,2025-01-18,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,307,7304271428.8186,431225.777083065
308,308,2006,Ouest Ain,2025-03-11,2025-03-10,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,308,7304271428.8186,431225.777083065
309,309,2006,Ouest Ain,2025-02-22,2025-02-21,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,309,7304271428.8186,431225.777083065
310,310,2006,Ouest Ain,2025-02-15,2025-02-14,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,310,7304271428.8186,431225.777083065
311,311,2006,Ouest Ain,2025-03-08,2025-03-07,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,311,7304271428.8186,431225.777083065
312,312,2006,Ouest Ain,2025-03-02,2025-03-01,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,312,7304271428.8186,431225.777083065
313,313,2014,Zone Alpine Savoie,2025-03-18,2025-03-17,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,313,7855005319.5752,1147978.29816881
314,314,2014,Zone Alpine Savoie,2025-02-03,2025-02-02,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,314,7855005319.5752,1147978.29816881
315,315,2014,Zone Alpine Savoie,2025-02-21,2025-02-20,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,315,7855005319.5752,1147978.29816881
316,316,2014,Zone Alpine Savoie,2025-02-16,2025-02-15,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,316,7855005319.5752,1147978.29816881
317,317,2014,Zone Alpine Savoie,2025-03-31,2025-03-30,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,317,7855005319.5752,1147978.29816881
318,318,2014,Zone Alpine Savoie,2025-02-20,2025-02-19,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,318,7855005319.5752,1147978.29816881
319,319,2008,Vallée de l'Arve,2025-03-08,2025-03-07,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,319,2584846973.62964,342702.15685192
320,320,2008,Vallée de l'Arve,2025-02-02,2025-02-01,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,320,2584846973.62964,342702.15685192
321,321,2008,Vallée de l'Arve,2025-02-16,2025-02-15,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,321,2584846973.62964,342702.15685192
322,322,2008,Vallée de l'Arve,2025-01-17,2025-01-16,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,322,2584846973.62964,342702.15685192
323,323,2008,Vallée de l'Arve,2025-02-24,2025-02-23,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,323,2584846973.62964,342702.15685192
324,324,2008,Vallée de l'Arve,2025-03-24,2025-03-23,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,324,2584846973.62964,342702.15685192
325,325,2003,Bassin Lyon Nord-Isère,2025-03-17,2025-03-16,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,325,10020956140.5537,742502.888790182
326,326,2003,Bassin Lyon Nord-Isère,2025-02-20,2025-02-19,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,326,10020956140.5537,742502.888790182
327,327,2003,Bassin Lyon Nord-Isère,2025-03-10,2025-03-09,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,327,10020956140.5537,742502.888790182
328,328,2003,Bassin Lyon Nord-Isère,2025-02-04,2025-02-03,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,328,10020956140.5537,742502.888790182
329,329,2003,Bassin Lyon Nord-Isère,2025-03-25,2025-03-24,5,Particules PM10,ALERTE SUR PERSISTANCE,#FFCE19,"Mardi 16 janvier 2024, les conditions atmosphériques évoluent peu avec des inversions de température. Le risque de dépassement du seuil d'information et de recommandations est encore possible pour la journée du mardi 16 janvier dans la zone du bassin","Mardi 16 janvier 2024, les conditions atmosphériques évoluent peu avec des inversions de température. Le risque de dépassement du seuil d'information et de recommandations est encore possible pour la journée du mardi 16 janvier dans la zone du bassin",329,10020956140.5537,742502.888790182
330,330,2003,Bassin Lyon Nord-Isère,2025-01-25,2025-01-24,5,Particules PM10,ALERTE SUR PERSISTANCE,#FFCE19,"Mardi 16 janvier 2024, les conditions atmosphériques évoluent peu avec des inversions de température. Le risque de dépassement du seuil d'information et de recommandations est encore possible pour la journée du mardi 16 janvier dans la zone du bassin","Mardi 16 janvier 2024, les conditions atmosphériques évoluent peu avec des inversions de température. Le risque de dépassement du seuil d'information et de recommandations est encore possible pour la journée du mardi 16 janvier dans la zone du bassin",330,10020956140.5537,742502.888790182
331,331,2000,Bassin Grenoblois,2025-01-31,2025-01-30,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,331,1728482137.27905,400232.762903863
332,332,2000,Bassin Grenoblois,2025-01-14,2025-01-13,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,332,1728482137.27905,400232.762903863
333,333,2000,Bassin Grenoblois,2025-03-13,2025-03-12,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,333,1728482137.27905,400232.762903863
334,334,2000,Bassin Grenoblois,2025-02-15,2025-02-14,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,334,1728482137.27905,400232.762903863
335,335,2000,Bassin Grenoblois,2025-01-27,2025-01-26,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,335,1728482137.27905,400232.762903863
336,336,2000,Bassin Grenoblois,2025-04-01,2025-03-31,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,336,1728482137.27905,400232.762903863
337,337,2005,Est Drôme,2025-02-08,2025-02-07,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,337,7994865760.47021,625055.445346144
338,338,2005,Est Drôme,2025-03-24,2025-03-23,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,338,7994865760.47021,625055.445346144
339,339,2005,Est Drôme,2025-03-24,2025-03-23,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,339,7994865760.47021,625055.445346144
340,340,2005,Est Drôme,2025-01-20,2025-01-19,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,340,7994865760.47021,625055.445346144
341,341,2005,Est Drôme,2025-03-28,2025-03-27,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,341,7994865760.47021,625055.445346144
342,342,2005,Est Drôme,2025-02-23,2025-02-22,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,342,7994865760.47021,625055.445346144
343,343,2009,Vallée du Rhône,2025-02-19,2025-02-18,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,343,6760147455.34399,714147.276907234
344,344,2009,Vallée du Rhône,2025-03-24,2025-03-23,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,344,6760147455.34399,714147.276907234
345,345,2009,Vallée du Rhône,2025-03-05,2025-03-04,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,345,6760147455.34399,714147.276907234
346,346,2009,Vallée du Rhône,2025-01-28,2025-01-27,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,346,6760147455.34399,714147.276907234
347,347,2009,Vallée du Rhône,2025-04-03,2025-04-02,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,347,6760147455.34399,714147.276907234
348,348,2009,Vallée du Rhône,2025-02-09,2025-02-08,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,348,6760147455.34399,714147.276907234
349,349,2015,Zone Alpine Haute-Savoie,2025-02-06,2025-02-05,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,349,5028461384.83838,713618.552774131
350,350,2015,Zone Alpine Haute-Savoie,2025-01-28,2025-01-27,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,350,5028461384.83838,713618.552774131
351,351,2015,Zone Alpine Haute-Savoie,2025-01-13,2025-01-12,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,351,5028461384.83838,713618.552774131
352,352,2015,Zone Alpine Haute-Savoie,2025-02-24,2025-02-23,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,352,5028461384.83838,713618.552774131
353,353,2015,Zone Alpine Haute-Savoie,2025-03-05,2025-03-04,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,353,5028461384.83838,713618.552774131
354,354,2015,Zone Alpine Haute-Savoie,2025-02-11,2025-02-10,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,354,5028461384.83838,713618.552774131
355,355,2018,Puy-de-Dôme,2025-02-28,2025-02-27,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,355,16418574390.5728,676127.767219245
356,356,2018,Puy-de-Dôme,2025-02-01,2025-01-31,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,356,16418574390.5728,676127.767219245
357,357,2018,Puy-de-Dôme,2025-02-03,2025-02-02,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,357,16418574390.5728,676127.767219245
358,358,2018,Puy-de-Dôme,2025-01-28,2025-01-27,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,358,16418574390.5728,676127.767219245
359,359,2018,Puy-de-Dôme,2025-02-12,2025-02-11,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,359,16418574390.5728,676127.767219245
360,360,2018,Puy-de-Dôme,2025-01-31,2025-01-30,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,360,16418574390.5728,676127.767219245
361,361,2017,Haute-Loire,2025-02-04,2025-02-03,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,361,10065814383.6129,602626.69365192
362,362,2017,Haute-Loire,2025-02-01,2025-01-31,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,362,10065814383.6129,602626.69365192
363,363,2017,Haute-Loire,2025-03-01,2025-02-28,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,363,10065814383.6129,602626.69365192
364,364,2017,Haute-Loire,2025-03-06,2025-03-05,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,364,10065814383.6129,602626.69365192
365,365,2017,Haute-Loire,2025-02-26,2025-02-25,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,365,10065814383.6129,602626.69365192
366,366,2017,Haute-Loire,2025-01-29,2025-01-28,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,366,10065814383.6129,602626.69365192
367,367,2019,Cantal,2025-03-21,2025-03-20,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,367,11553081647.4812,681939.649883399
368,368,2019,Cantal,2025-01-19,2025-01-18,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,368,11553081647.4812,681939.649883399
369,369,2019,Cantal,2025-02-10,2025-02-09,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,369,11553081647.4812,681939.649883399
370,370,2019,Cantal,2025-02-11,2025-02-10,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,370,11553081647.4812,681939.649883399
371,371,2019,Cantal,2025-01-21,2025-01-20,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,371,11553081647.4812,681939.649883399
372,372,2019,Cantal,2025-03-21,2025-03-20,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,372,11553081647.4812,681939.649883399
373,373,2020,Allier,2025-04-02,2025-04-01,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,373,15511892321.8704,726675.483949669
374,374,2020,Allier,2025-03-01,2025-02-28,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,374,15511892321.8704,726675.483949669
375,375,2020,Allier,2025-04-08,2025-04-07,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,375,15511892321.8704,726675.483949669
376,376,2020,Allier,2025-01-25,2025-01-24,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,376,15511892321.8704,726675.483949669
377,377,2020,Allier,2025-01-24,2025-01-23,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,377,15511892321.8704,726675.483949669
378,378,2020,Allier,2025-03-06,2025-03-05,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,378,15511892321.8704,726675.483949669
379,379,2016,Zone Alpine Ain,2025-03-08,2025-03-07,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,379,3359408044.19214,346225.361125245
380,380,2016,Zone Alpine Ain,2025-02-05,2025-02-04,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,380,3359408044.19214,346225.361125245
381,381,2016,Zone Alpine Ain,2025-02-20,2025-02-19,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,381,3359408044.19214,346225.361125245
382,382,2016,Zone Alpine Ain,2025-04-07,2025-04-06,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,382,3359408044.19214,346225.361125245
383,383,2016,Zone Alpine Ain,2025-03-12,2025-03-11,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,383,3359408044.19214,346225.361125245
384,384,2016,Zone Alpine Ain,2025-01-19,2025-01-18,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,384,3359408044.19214,346225.361125245
385,385,2013,Zone Alpine Isère,2025-03-31,2025-03-30,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,385,7206588787.80615,781821.320976567
386,386,2013,Zone Alpine Isère,2025-04-03,2025-04-02,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,386,7206588787.80615,781821.320976567
387,387,2013,Zone Alpine Isère,2025-03-29,2025-03-28,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,387,7206588787.80615,781821.320976567
388,388,2013,Zone Alpine Isère,2025-02-16,2025-02-15,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,388,7206588787.80615,781821.320976567
389,389,2013,Zone Alpine Isère,2025-02-09,2025-02-08,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,389,7206588787.80615,781821.320976567
390,390,2013,Zone Alpine Isère,2025-01-26,2025-01-25,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,390,7206588787.80615,781821.320976567
391,391,2007,Ouest Ardèche,2025-01-19,2025-01-18,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,391,9228857579.24243,627133.487901413
392,392,2007,Ouest Ardèche,2025-02-14,2025-02-13,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,392,9228857579.24243,627133.487901413
393,393,2007,Ouest Ardèche,2025-02-11,2025-02-10,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,393,9228857579.24243,627133.487901413
394,394,2007,Ouest Ardèche,2025-02-15,2025-02-14,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,394,9228857579.24243,627133.487901413
395,395,2007,Ouest Ardèche,2025-03-19,2025-03-18,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,395,9228857579.24243,627133.487901413
396,396,2007,Ouest Ardèche,2025-03-24,2025-03-23,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,396,9228857579.24243,627133.487901413
397,397,2004,Contreforts Massif Central,2025-01-15,2025-01-14,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,397,8388510115.40869,768301.532436903
398,398,2004,Contreforts Massif Central,2025-02-22,2025-02-21,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,398,8388510115.40869,768301.532436903
399,399,2004,Contreforts Massif Central,2025-01-27,2025-01-26,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,399,8388510115.40869,768301.532436903
400,400,2004,Contreforts Massif Central,2025-02-18,2025-02-17,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,400,8388510115.40869,768301.532436903
401,401,2004,Contreforts Massif Central,2025-02-11,2025-02-10,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,401,8388510115.40869,768301.532436903
402,402,2004,Contreforts Massif Central,2025-03-16,2025-03-15,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,402,8388510115.40869,768301.532436903
403,403,2010,Vallée Maurienne Tarentaise,2025-02-05,2025-02-04,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,403,3351663776.77173,490196.968906176
404,404,2010,Vallée Maurienne Tarentaise,2025-03-20,2025-03-19,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,404,3351663776.77173,490196.968906176
405,405,2010,Vallée Maurienne Tarentaise,2025-03-26,2025-03-25,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,405,3351663776.77173,490196.968906176
406,406,2010,Vallée Maurienne Tarentaise,2025-02-25,2025-02-24,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,406,3351663776.77173,490196.968906176
407,407,2010,Vallée Maurienne Tarentaise,2025-03-06,2025-03-05,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,407,3351663776.77173,490196.968906176
408,408,2010,Vallée Maurienne Tarentaise,2025-03-09,2025-03-08,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,408,3351663776.77173,490196.968906176
409,409,2011,Zone des Coteaux,2025-02-12,2025-02-11,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,409,3633709063.09375,438041.830665852
410,410,2011,Zone des Coteaux,2025-02-24,2025-02-23,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,410,3633709063.09375,438041.830665852
411,411,2011,Zone des Coteaux,2025-01-29,2025-01-28,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,411,3633709063.09375,438041.830665852
412,412,2011,Zone des Coteaux,2025-03-19,2025-03-18,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,412,3633709063.09375,438041.830665852
413,413,2011,Zone des Coteaux,2025-03-20,2025-03-19,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,413,3633709063.09375,438041.830665852
414,414,2011,Zone des Coteaux,2025-01-26,2025-01-25,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,414,3633709063.09375,438041.830665852
415,415,2012,Zone urbaine des Pays de Savoie,2025-03-11,2025-03-10,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,415,2323738627.73462,527791.711691031
416,416,2012,Zone urbaine des Pays de Savoie,2025-03-22,2025-03-21,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,416,2323738627.73462,527791.711691031
417,417,2012,Zone urbaine des Pays de Savoie,2025-03-01,2025-02-28,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,417,2323738627.73462,527791.711691031
418,418,2012,Zone urbaine des Pays de Savoie,2025-03-22,2025-03-21,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,418,2323738627.73462,527791.711691031
419,419,2012,Zone urbaine des Pays de Savoie,2025-01-20,2025-01-19,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,419,2323738627.73462,527791.711691031
420,420,2012,Zone urbaine des Pays de Savoie,2025-03-02,2025-03-01,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,420,2323738627.73462,527791.711691031
421,421,2001,Bassin Lémanique,2025-04-07,2025-04-06,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,421,2519559257.61719,452886.445142051
422,422,2001,Bassin Lémanique,2025-04-08,2025-04-07,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,422,2519559257.61719,452886.445142051
423,423,2001,Bassin Lémanique,2025-02-26,2025-02-25,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,423,2519559257.61719,452886.445142051
424,424,2001,Bassin Lémanique,2025-03-26,2025-03-25,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,424,2519559257.61719,452886.445142051
425,425,2001,Bassin Lémanique,2025-01-20,2025-01-19,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,425,2519559257.61719,452886.445142051
426,426,2001,Bassin Lémanique,2025-04-09,2025-04-08,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,426,2519559257.61719,452886.445142051
427,427,2002,Bassin Stéphanois,2025-04-04,2025-04-03,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,427,1496149083.80103,221417.724698525
428,428,2002,Bassin Stéphanois,2025-03-19,2025-03-18,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,428,1496149083.80103,221417.724698525
429,429,2002,Bassin Stéphanois,2025-04-02,2025-04-01,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,429,1496149083.80103,221417.724698525
430,430,2002,Bassin Stéphanois,2025-01-23,2025-01-22,7,Ozone,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,430,1496149083.80103,221417.724698525
431,431,2002,Bassin Stéphanois,2025-03-01,2025-02-28,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,431,1496149083.80103,221417.724698525
432,432,2002,Bassin Stéphanois,2025-02-26,2025-02-25,5,Particules PM10,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,432,1496149083.80103,221417.724698525
433,433,2006,Ouest Ain,2025-01-17,2025-01-16,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,433,7304271428.8186,431225.777083065
434,434,2006,Ouest Ain,2025-02-09,2025-02-08,8,Dioxyde d'azote,PAS DE DEPASSEMENT,#19FF19,aucun,aucun,434,7304271428.8186,431225.777083065
